id,url,label
810,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2083_flipLR.JPG,Corn_(maize)___Common_rust_
811,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2084.JPG,Corn_(maize)___Common_rust_
812,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2084_flipLR.JPG,Corn_(maize)___Common_rust_
813,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2085.JPG,Corn_(maize)___Common_rust_
814,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2085_flipLR.JPG,Corn_(maize)___Common_rust_
815,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2086.JPG,Corn_(maize)___Common_rust_
816,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2086_flipLR.JPG,Corn_(maize)___Common_rust_
817,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2087.JPG,Corn_(maize)___Common_rust_
818,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2087_flipLR.JPG,Corn_(maize)___Common_rust_
819,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2088.JPG,Corn_(maize)___Common_rust_
820,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2088_flipLR.JPG,Corn_(maize)___Common_rust_
821,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2089.JPG,Corn_(maize)___Common_rust_
822,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2089_flipLR.JPG,Corn_(maize)___Common_rust_
823,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2090.JPG,Corn_(maize)___Common_rust_
824,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2090_flipLR.JPG,Corn_(maize)___Common_rust_
825,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2091_flipLR.JPG,Corn_(maize)___Common_rust_
826,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2092.JPG,Corn_(maize)___Common_rust_
827,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2092_flipLR.JPG,Corn_(maize)___Common_rust_
828,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2093.JPG,Corn_(maize)___Common_rust_
829,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2093_flipLR.JPG,Corn_(maize)___Common_rust_
830,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2094.JPG,Corn_(maize)___Common_rust_
831,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2094_flipLR.JPG,Corn_(maize)___Common_rust_
832,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2095_flipLR.JPG,Corn_(maize)___Common_rust_
833,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2096.JPG,Corn_(maize)___Common_rust_
834,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2096_flipLR.JPG,Corn_(maize)___Common_rust_
835,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2097.JPG,Corn_(maize)___Common_rust_
836,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2097_flipLR.JPG,Corn_(maize)___Common_rust_
837,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2098.JPG,Corn_(maize)___Common_rust_
838,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2098_flipLR.JPG,Corn_(maize)___Common_rust_
839,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2099.JPG,Corn_(maize)___Common_rust_
840,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2100.JPG,Corn_(maize)___Common_rust_
841,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2100_flipLR.JPG,Corn_(maize)___Common_rust_
842,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2101.JPG,Corn_(maize)___Common_rust_
843,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2101_flipLR.JPG,Corn_(maize)___Common_rust_
844,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2102.JPG,Corn_(maize)___Common_rust_
845,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2103.JPG,Corn_(maize)___Common_rust_
846,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2103_flipLR.JPG,Corn_(maize)___Common_rust_
847,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2104.JPG,Corn_(maize)___Common_rust_
848,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2104_flipLR.JPG,Corn_(maize)___Common_rust_
849,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2105.JPG,Corn_(maize)___Common_rust_
850,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2105_flipLR.JPG,Corn_(maize)___Common_rust_
851,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2106.JPG,Corn_(maize)___Common_rust_
852,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2106_flipLR.JPG,Corn_(maize)___Common_rust_
853,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2107.JPG,Corn_(maize)___Common_rust_
854,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2107_flipLR.JPG,Corn_(maize)___Common_rust_
855,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2109.JPG,Corn_(maize)___Common_rust_
856,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2109_flipLR.JPG,Corn_(maize)___Common_rust_
857,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2110.JPG,Corn_(maize)___Common_rust_
858,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2110_flipLR.JPG,Corn_(maize)___Common_rust_
859,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2111.JPG,Corn_(maize)___Common_rust_
860,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2111_flipLR.JPG,Corn_(maize)___Common_rust_
861,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2112.JPG,Corn_(maize)___Common_rust_
862,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2112_flipLR.JPG,Corn_(maize)___Common_rust_
863,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2113.JPG,Corn_(maize)___Common_rust_
864,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2113_flipLR.JPG,Corn_(maize)___Common_rust_
865,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2114.JPG,Corn_(maize)___Common_rust_
866,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2114_flipLR.JPG,Corn_(maize)___Common_rust_
867,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2115.JPG,Corn_(maize)___Common_rust_
868,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2115_flipLR.JPG,Corn_(maize)___Common_rust_
869,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2117.JPG,Corn_(maize)___Common_rust_
870,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2118.JPG,Corn_(maize)___Common_rust_
871,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2118_flipLR.JPG,Corn_(maize)___Common_rust_
872,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2119.JPG,Corn_(maize)___Common_rust_
873,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2119_flipLR.JPG,Corn_(maize)___Common_rust_
874,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2120.JPG,Corn_(maize)___Common_rust_
875,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2121.JPG,Corn_(maize)___Common_rust_
876,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2121_flipLR.JPG,Corn_(maize)___Common_rust_
877,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2122.JPG,Corn_(maize)___Common_rust_
878,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2122_flipLR.JPG,Corn_(maize)___Common_rust_
879,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2123.JPG,Corn_(maize)___Common_rust_
880,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2123_flipLR.JPG,Corn_(maize)___Common_rust_
881,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2124.JPG,Corn_(maize)___Common_rust_
882,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2124_flipLR.JPG,Corn_(maize)___Common_rust_
883,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2125.JPG,Corn_(maize)___Common_rust_
884,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2126.JPG,Corn_(maize)___Common_rust_
885,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2126_flipLR.JPG,Corn_(maize)___Common_rust_
886,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2127.JPG,Corn_(maize)___Common_rust_
887,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2128.JPG,Corn_(maize)___Common_rust_
888,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2128_flipLR.JPG,Corn_(maize)___Common_rust_
889,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2129_flipLR.JPG,Corn_(maize)___Common_rust_
890,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2130.JPG,Corn_(maize)___Common_rust_
891,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2130_flipLR.JPG,Corn_(maize)___Common_rust_
892,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2131.JPG,Corn_(maize)___Common_rust_
893,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2132.JPG,Corn_(maize)___Common_rust_
894,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2133.JPG,Corn_(maize)___Common_rust_
895,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2134.JPG,Corn_(maize)___Common_rust_
896,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2134_flipLR.JPG,Corn_(maize)___Common_rust_
897,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2135.JPG,Corn_(maize)___Common_rust_
898,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2135_flipLR.JPG,Corn_(maize)___Common_rust_
899,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2136.JPG,Corn_(maize)___Common_rust_
900,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2136_flipLR.JPG,Corn_(maize)___Common_rust_
901,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2137.JPG,Corn_(maize)___Common_rust_
902,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2138.JPG,Corn_(maize)___Common_rust_
903,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2138_flipLR.JPG,Corn_(maize)___Common_rust_
904,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2139.JPG,Corn_(maize)___Common_rust_
905,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2139_flipLR.JPG,Corn_(maize)___Common_rust_
906,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2140.JPG,Corn_(maize)___Common_rust_
907,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2140_flipLR.JPG,Corn_(maize)___Common_rust_
908,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2141.JPG,Corn_(maize)___Common_rust_
909,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2141_flipLR.JPG,Corn_(maize)___Common_rust_
910,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2142.JPG,Corn_(maize)___Common_rust_
911,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2142_flipLR.JPG,Corn_(maize)___Common_rust_
912,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2144.JPG,Corn_(maize)___Common_rust_
913,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2144_flipLR.JPG,Corn_(maize)___Common_rust_
914,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2145.JPG,Corn_(maize)___Common_rust_
915,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2145_flipLR.JPG,Corn_(maize)___Common_rust_
916,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2146.JPG,Corn_(maize)___Common_rust_
917,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2146_flipLR.JPG,Corn_(maize)___Common_rust_
918,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2147.JPG,Corn_(maize)___Common_rust_
919,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2147_flipLR.JPG,Corn_(maize)___Common_rust_
920,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2148.JPG,Corn_(maize)___Common_rust_
921,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2148_flipLR.JPG,Corn_(maize)___Common_rust_
922,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2149.JPG,Corn_(maize)___Common_rust_
923,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2149_flipLR.JPG,Corn_(maize)___Common_rust_
924,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2150.JPG,Corn_(maize)___Common_rust_
925,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2151.JPG,Corn_(maize)___Common_rust_
926,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2152.JPG,Corn_(maize)___Common_rust_
927,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2152_flipLR.JPG,Corn_(maize)___Common_rust_
928,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2153_flipLR.JPG,Corn_(maize)___Common_rust_
929,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2154.JPG,Corn_(maize)___Common_rust_
930,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2154_flipLR.JPG,Corn_(maize)___Common_rust_
931,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2155.JPG,Corn_(maize)___Common_rust_
932,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2156.JPG,Corn_(maize)___Common_rust_
933,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2156_flipLR.JPG,Corn_(maize)___Common_rust_
934,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2157_flipLR.JPG,Corn_(maize)___Common_rust_
935,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2158.JPG,Corn_(maize)___Common_rust_
936,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2158_flipLR.JPG,Corn_(maize)___Common_rust_
937,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2159.JPG,Corn_(maize)___Common_rust_
938,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2159_flipLR.JPG,Corn_(maize)___Common_rust_
939,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2160.JPG,Corn_(maize)___Common_rust_
940,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2161.JPG,Corn_(maize)___Common_rust_
941,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2161_flipLR.JPG,Corn_(maize)___Common_rust_
942,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2162.JPG,Corn_(maize)___Common_rust_
943,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2162_flipLR.JPG,Corn_(maize)___Common_rust_
944,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2163.JPG,Corn_(maize)___Common_rust_
945,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2163_flipLR.JPG,Corn_(maize)___Common_rust_
946,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2164.JPG,Corn_(maize)___Common_rust_
947,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2164_flipLR.JPG,Corn_(maize)___Common_rust_
948,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2165.JPG,Corn_(maize)___Common_rust_
949,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2165_flipLR.JPG,Corn_(maize)___Common_rust_
950,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2166.JPG,Corn_(maize)___Common_rust_
951,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2166_flipLR.JPG,Corn_(maize)___Common_rust_
952,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2168.JPG,Corn_(maize)___Common_rust_
953,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2168_flipLR.JPG,Corn_(maize)___Common_rust_
954,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2169.JPG,Corn_(maize)___Common_rust_
955,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2170.JPG,Corn_(maize)___Common_rust_
956,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2170_flipLR.JPG,Corn_(maize)___Common_rust_
957,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2171.JPG,Corn_(maize)___Common_rust_
958,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2171_flipLR.JPG,Corn_(maize)___Common_rust_
959,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2172.JPG,Corn_(maize)___Common_rust_
960,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2172_flipLR.JPG,Corn_(maize)___Common_rust_
961,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2173.JPG,Corn_(maize)___Common_rust_
962,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2173_flipLR.JPG,Corn_(maize)___Common_rust_
963,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2174.JPG,Corn_(maize)___Common_rust_
964,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2174_flipLR.JPG,Corn_(maize)___Common_rust_
965,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2175.JPG,Corn_(maize)___Common_rust_
966,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2176.JPG,Corn_(maize)___Common_rust_
967,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2176_flipLR.JPG,Corn_(maize)___Common_rust_
968,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2177.JPG,Corn_(maize)___Common_rust_
969,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2177_flipLR.JPG,Corn_(maize)___Common_rust_
970,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2178.JPG,Corn_(maize)___Common_rust_
971,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2179.JPG,Corn_(maize)___Common_rust_
972,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2179_flipLR.JPG,Corn_(maize)___Common_rust_
973,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2180.JPG,Corn_(maize)___Common_rust_
974,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2180_flipLR.JPG,Corn_(maize)___Common_rust_
975,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2181.JPG,Corn_(maize)___Common_rust_
976,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2181_flipLR.JPG,Corn_(maize)___Common_rust_
977,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2182.JPG,Corn_(maize)___Common_rust_
978,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2183_flipLR.JPG,Corn_(maize)___Common_rust_
979,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2184.JPG,Corn_(maize)___Common_rust_
980,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2184_flipLR.JPG,Corn_(maize)___Common_rust_
981,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2185.JPG,Corn_(maize)___Common_rust_
982,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2185_flipLR.JPG,Corn_(maize)___Common_rust_
983,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2186.JPG,Corn_(maize)___Common_rust_
984,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2187.JPG,Corn_(maize)___Common_rust_
985,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2187_flipLR.JPG,Corn_(maize)___Common_rust_
986,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2188_flipLR.JPG,Corn_(maize)___Common_rust_
987,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2189.JPG,Corn_(maize)___Common_rust_
988,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2189_flipLR.JPG,Corn_(maize)___Common_rust_
989,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2190.JPG,Corn_(maize)___Common_rust_
990,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2190_flipLR.JPG,Corn_(maize)___Common_rust_
991,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2191_flipLR.JPG,Corn_(maize)___Common_rust_
992,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2192.JPG,Corn_(maize)___Common_rust_
993,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2192_flipLR.JPG,Corn_(maize)___Common_rust_
994,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2193.JPG,Corn_(maize)___Common_rust_
995,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2193_flipLR.JPG,Corn_(maize)___Common_rust_
996,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2194.JPG,Corn_(maize)___Common_rust_
997,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2194_flipLR.JPG,Corn_(maize)___Common_rust_
998,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2195_flipLR.JPG,Corn_(maize)___Common_rust_
999,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2196.JPG,Corn_(maize)___Common_rust_
1000,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2196_flipLR.JPG,Corn_(maize)___Common_rust_
1001,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2197.JPG,Corn_(maize)___Common_rust_
1002,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2197_flipLR.JPG,Corn_(maize)___Common_rust_
1003,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2198.JPG,Corn_(maize)___Common_rust_
1004,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 2198_flipLR.JPG,Corn_(maize)___Common_rust_
